observation_key summary_vector date value error min_error max_error xpos ypos main_range perp_range anisotropy_angle zone_name
WGOR_A2_9 WGOR:A2 2020-06-27 160.32638549804688 50.0 25.0 75.0 460994.9 5933813.29 1500.0 1500.0 45.0 Valysar
WWCT_A3_0 WWCT:A3 2018-10-05 0.00023010979930404574 0.1 0.05 0.15000000000000002 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WWCT_A3_1 WWCT:A3 2018-12-28 0.22004300355911255 0.1 0.05 0.15000000000000002 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WWCT_A3_2 WWCT:A3 2019-03-22 0.38389915227890015 0.1 0.05 0.15000000000000002 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WWCT_A3_3 WWCT:A3 2019-06-14 0.45054447650909424 0.1 0.05 0.15000000000000002 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WWCT_A3_4 WWCT:A3 2019-09-06 0.4891080856323242 0.1 0.05 0.15000000000000002 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WWCT_A3_5 WWCT:A3 2019-11-29 0.5082587003707886 0.1 0.05 0.15000000000000002 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WWCT_A3_6 WWCT:A3 2020-02-21 0.5267271399497986 0.1 0.05 0.15000000000000002 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WWCT_A3_7 WWCT:A3 2020-05-15 0.5443038940429688 0.1 0.05 0.15000000000000002 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WGOR_A3_0 WGOR:A3 2018-10-05 256.6658935546875 50.0 25.0 75.0 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WGOR_A3_1 WGOR:A3 2018-12-28 141.71803283691406 50.0 25.0 75.0 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WGOR_A3_2 WGOR:A3 2019-03-22 142.8449249267578 50.0 25.0 75.0 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WGOR_A3_3 WGOR:A3 2019-06-14 161.7709197998047 50.0 25.0 75.0 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WGOR_A3_4 WGOR:A3 2019-09-06 161.30799865722656 50.0 25.0 75.0 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WGOR_A3_5 WGOR:A3 2019-11-29 156.68983459472656 50.0 25.0 75.0 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WGOR_A3_6 WGOR:A3 2020-02-21 149.95159912109375 50.0 25.0 75.0 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WGOR_A3_7 WGOR:A3 2020-05-15 142.96775817871094 50.0 25.0 75.0 462753.44 5932869.64 1500.0 1500.0 45.0 Valysar
WWCT_A4_0 WWCT:A4 2018-12-15 8.481842087348923e-6 0.1 0.05 0.15000000000000002 463256.911377 5930542.294434 1500.0 1500.0 45.0 Valysar
WWCT_A4_1 WWCT:A4 2019-03-09 0.081839919090271 0.1 0.05 0.15000000000000002 463256.911377 5930542.294434 1500.0 1500.0 45.0 Valysar
WWCT_A4_2 WWCT:A4 2019-06-01 0.2239859402179718 0.1 0.05 0.15000000000000002 463256.911377 5930542.294434 1500.0 1500.0 45.0 Valysar
WWCT_A4_3 WWCT:A4 2019-08-24 0.3734499514102936 0.1 0.05 0.15000000000000002 463256.911377 5930542.294434 1500.0 1500.0 45.0 Valysar
WWCT_A4_4 WWCT:A4 2019-11-16 0.4346226453781128 0.1 0.05 0.15000000000000002 463256.911377 5930542.294434 1500.0 1500.0 45.0 Valysar
WWCT_A4_5 WWCT:A4 2020-02-08 0.49893033504486084 0.1 0.05 0.15000000000000002 463256.911377 5930542.294434 1500.0 1500.0 45.0 Valysar
WWCT_A4_6 WWCT:A4 2020-05-02 0.0 0.1 0.05 0.15000000000000002 463256.911377 5930542.294434 1500.0 1500.0 45.0 Valysar
WGOR_A4_0 WGOR:A4 2018-12-15 136.2583465576172 50.0 25.0 75.0 463256.911377 5930542.294434 1500.0 1500.0 45.0 Valysar
WGOR_A4_1 WGOR:A4 2019-03-09 133.3849639892578 50.0 25.0 75.0 463256.911377 5930542.294434 1500.0 1500.0 45.0 Valysar
WGOR_A4_2 WGOR:A4 2019-06-01 133.1396942138672 50.0 25.0 75.0 463256.911377 5930542.294434 1500.0 1500.0 45.0 Valysar
WGOR_A4_3 WGOR:A4 2019-08-24 135.09825134277344 50.0 25.0 75.0 463256.911377 5930542.294434 1500.0 1500.0 45.0 Valysar
WGOR_A4_4 WGOR:A4 2019-11-16 135.28724670410156 50.0 25.0 75.0 463256.911377 5930542.294434 1500.0 1500.0 45.0 Valysar
WGOR_A4_5 WGOR:A4 2020-02-08 134.9546356201172 50.0 25.0 75.0 463256.911377 5930542.294434 1500.0 1500.0 45.0 Valysar
WGOR_A4_6 WGOR:A4 2020-05-02 0.0 50.0 25.0 75.0 463256.911377 5930542.294434 1500.0 1500.0 45.0 Valysar
A1_WBHP_05_05_2019 WBHP:A1 2019-05-05 237.8 10.0 5.0 15.0 462588.52 5934080.96 800.0 800.0 45.0 Therys
A2_WBHP_05_05_2019 WBHP:A2 2019-05-05 266.8 10.0 5.0 15.0 460994.9 5933813.29 800.0 800.0 45.0 Therys
A3_WBHP_05_05_2019 WBHP:A3 2019-05-05 218.2 10.0 5.0 15.0 462753.44 5932869.64 800.0 800.0 45.0 Therys
A4_WBHP_05_05_2019 WBHP:A4 2019-05-05 245.2 10.0 5.0 15.0 463256.911377 5930542.294434 800.0 800.0 45.0 Therys
A5_WBHP_05_05_2019 WBHP:A5 2019-05-05 296.2 10.0 5.0 15.0 461519.21 5935692.65 800.0 800.0 45.0 Therys
A6_WBHP_05_05_2019 WBHP:A6 2019-05-05 287.1 10.0 5.0 15.0 461292.74 5931883.26 800.0 800.0 45.0 Therys
A1_WBHP_02_11_2019 WBHP:A1 2019-11-02 214.0 10.0 5.0 15.0 462588.52 5934080.96 800.0 800.0 45.0 Therys
A2_WBHP_02_11_2019 WBHP:A2 2019-11-02 261.2 10.0 5.0 15.0 460994.9 5933813.29 800.0 800.0 45.0 Therys
A3_WBHP_02_11_2019 WBHP:A3 2019-11-02 200.6 10.0 5.0 15.0 462753.44 5932869.64 800.0 800.0 45.0 Therys
A4_WBHP_02_11_2019 WBHP:A4 2019-11-02 243.3 10.0 5.0 15.0 463256.911377 5930542.294434 800.0 800.0 45.0 Therys
A5_WBHP_02_11_2019 WBHP:A5 2019-11-02 307.7 10.0 5.0 15.0 461519.21 5935692.65 800.0 800.0 45.0 Therys
A6_WBHP_02_11_2019 WBHP:A6 2019-11-02 294.1 10.0 5.0 15.0 461292.74 5931883.26 800.0 800.0 45.0 Therys
A1_WBHP_05_05_2020 WBHP:A1 2020-05-05 222.9 10.0 5.0 15.0 462588.52 5934080.96 800.0 800.0 45.0 Therys
A2_WBHP_05_05_2020 WBHP:A2 2020-05-05 267.1 10.0 5.0 15.0 460994.9 5933813.29 800.0 800.0 45.0 Therys
A3_WBHP_05_05_2020 WBHP:A3 2020-05-05 218.8 10.0 5.0 15.0 462753.44 5932869.64 800.0 800.0 45.0 Therys
A4_WBHP_05_05_2020 WBHP:A4 2020-05-05 248.1 10.0 5.0 15.0 463256.911377 5930542.294434 800.0 800.0 45.0 Therys
A5_WBHP_05_05_2020 WBHP:A5 2020-05-05 289.5 10.0 5.0 15.0 461519.21 5935692.65 800.0 800.0 45.0 Therys
A6_WBHP_05_05_2020 WBHP:A6 2020-05-05 290.4 10.0 5.0 15.0 461292.74 5931883.26 800.0 800.0 45.0 Therys
A1_WBHP_05_05_2019 WBHP:A1 2019-05-05 237.8 10.0 5.0 15.0 462588.52 5934080.96 800.0 800.0 45.0 Volon
A2_WBHP_05_05_2019 WBHP:A2 2019-05-05 266.8 10.0 5.0 15.0 460994.9 5933813.29 800.0 800.0 45.0 Volon
A3_WBHP_05_05_2019 WBHP:A3 2019-05-05 218.2 10.0 5.0 15.0 462753.44 5932869.64 800.0 800.0 45.0 Volon
A4_WBHP_05_05_2019 WBHP:A4 2019-05-05 245.2 10.0 5.0 15.0 463256.911377 5930542.294434 800.0 800.0 45.0 Volon
A5_WBHP_05_05_2019 WBHP:A5 2019-05-05 296.2 10.0 5.0 15.0 461519.21 5935692.65 800.0 800.0 45.0 Volon
A6_WBHP_05_05_2019 WBHP:A6 2019-05-05 287.1 10.0 5.0 15.0 461292.74 5931883.26 800.0 800.0 45.0 Volon
A1_WBHP_02_11_2019 WBHP:A1 2019-11-02 214.0 10.0 5.0 15.0 462588.52 5934080.96 800.0 800.0 45.0 Volon
A2_WBHP_02_11_2019 WBHP:A2 2019-11-02 261.2 10.0 5.0 15.0 460994.9 5933813.29 800.0 800.0 45.0 Volon
A3_WBHP_02_11_2019 WBHP:A3 2019-11-02 200.6 10.0 5.0 15.0 462753.44 5932869.64 800.0 800.0 45.0 Volon
A4_WBHP_02_11_2019 WBHP:A4 2019-11-02 243.3 10.0 5.0 15.0 463256.911377 5930542.294434 800.0 800.0 45.0 Volon
A5_WBHP_02_11_2019 WBHP:A5 2019-11-02 307.7 10.0 5.0 15.0 461519.21 5935692.65 800.0 800.0 45.0 Volon
A6_WBHP_02_11_2019 WBHP:A6 2019-11-02 294.1 10.0 5.0 15.0 461292.74 5931883.26 800.0 800.0 45.0 Volon
A1_WBHP_05_05_2020 WBHP:A1 2020-05-05 222.9 10.0 5.0 15.0 462588.52 5934080.96 800.0 800.0 45.0 Volon
A2_WBHP_05_05_2020 WBHP:A2 2020-05-05 267.1 10.0 5.0 15.0 460994.9 5933813.29 800.0 800.0 45.0 Volon
A3_WBHP_05_05_2020 WBHP:A3 2020-05-05 218.8 10.0 5.0 15.0 462753.44 5932869.64 800.0 800.0 45.0 Volon
A4_WBHP_05_05_2020 WBHP:A4 2020-05-05 248.1 10.0 5.0 15.0 463256.911377 5930542.294434 800.0 800.0 45.0 Volon
A5_WBHP_05_05_2020 WBHP:A5 2020-05-05 289.5 10.0 5.0 15.0 461519.21 5935692.65 800.0 800.0 45.0 Volon
A6_WBHP_05_05_2020 WBHP:A6 2020-05-05 290.4 10.0 5.0 15.0 461292.74 5931883.26 800.0 800.0 45.0 Volon
A1_WBHP_05_05_2019 WBHP:A1 2019-05-05 237.8 10.0 5.0 15.0 462588.52 5934080.96 800.0 800.0 45.0 Valysar
A2_WBHP_05_05_2019 WBHP:A2 2019-05-05 266.8 10.0 5.0 15.0 460994.9 5933813.29 800.0 800.0 45.0 Valysar
A3_WBHP_05_05_2019 WBHP:A3 2019-05-05 218.2 10.0 5.0 15.0 462753.44 5932869.64 800.0 800.0 45.0 Valysar
A4_WBHP_05_05_2019 WBHP:A4 2019-05-05 245.2 10.0 5.0 15.0 463256.911377 5930542.294434 800.0 800.0 45.0 Valysar
A5_WBHP_05_05_2019 WBHP:A5 2019-05-05 296.2 10.0 5.0 15.0 461519.21 5935692.65 800.0 800.0 45.0 Valysar
A6_WBHP_05_05_2019 WBHP:A6 2019-05-05 287.1 10.0 5.0 15.0 461292.74 5931883.26 800.0 800.0 45.0 Valysar
A1_WBHP_02_11_2019 WBHP:A1 2019-11-02 214.0 10.0 5.0 15.0 462588.52 5934080.96 800.0 800.0 45.0 Valysar
A2_WBHP_02_11_2019 WBHP:A2 2019-11-02 261.2 10.0 5.0 15.0 460994.9 5933813.29 800.0 800.0 45.0 Valysar
A3_WBHP_02_11_2019 WBHP:A3 2019-11-02 200.6 10.0 5.0 15.0 462753.44 5932869.64 800.0 800.0 45.0 Valysar
A4_WBHP_02_11_2019 WBHP:A4 2019-11-02 243.3 10.0 5.0 15.0 463256.911377 5930542.294434 800.0 800.0 45.0 Valysar
A5_WBHP_02_11_2019 WBHP:A5 2019-11-02 307.7 10.0 5.0 15.0 461519.21 5935692.65 800.0 800.0 45.0 Valysar
A6_WBHP_02_11_2019 WBHP:A6 2019-11-02 294.1 10.0 5.0 15.0 461292.74 5931883.26 800.0 800.0 45.0 Valysar
A1_WBHP_05_05_2020 WBHP:A1 2020-05-05 222.9 10.0 5.0 15.0 462588.52 5934080.96 800.0 800.0 45.0 Valysar
A2_WBHP_05_05_2020 WBHP:A2 2020-05-05 267.1 10.0 5.0 15.0 460994.9 5933813.29 800.0 800.0 45.0 Valysar
A3_WBHP_05_05_2020 WBHP:A3 2020-05-05 218.8 10.0 5.0 15.0 462753.44 5932869.64 800.0 800.0 45.0 Valysar
A4_WBHP_05_05_2020 WBHP:A4 2020-05-05 248.1 10.0 5.0 15.0 463256.911377 5930542.294434 800.0 800.0 45.0 Valysar
A5_WBHP_05_05_2020 WBHP:A5 2020-05-05 289.5 10.0 5.0 15.0 461519.21 5935692.65 800.0 800.0 45.0 Valysar
A6_WBHP_05_05_2020 WBHP:A6 2020-05-05 290.4 10.0 5.0 15.0 461292.74 5931883.26 800.0 800.0 45.0 Valysar
A3_WOPR_VALYSAR_01_08_2019 WOPRL__1:A3 2019-08-01 266.0 100.0 50.0 150.0 462753.44 5932869.64 1000.0 1000.0 45.0 Valysar
A3_WOPR_THERYS_01_08_2019 WOPRL__2:A3 2019-08-01 0.0 100.0 50.0 150.0 462753.44 5932869.64 1000.0 1000.0 45.0 Valysar
A3_WOPR_VOLON_01_08_2019 WOPRL__3:A3 2019-08-01 1072.0 100.0 50.0 150.0 462753.44 5932869.64 1000.0 1000.0 45.0 Valysar
A3_WWPR_VOLON_01_08_2019 WWPRL__3:A3 2019-08-01 1211.0 100.0 50.0 150.0 462753.44 5932869.64 1000.0 1000.0 45.0 Valysar
A4_WOPR_VALYSAR_01_08_2019 WOPRL__1:A4 2019-08-01 825.0 100.0 50.0 150.0 463256.911377 5930542.294434 1000.0 1000.0 45.0 Valysar
A4_WOPR_VOLON_01_08_2019 WOPRL__3:A4 2019-08-01 1800.0 100.0 50.0 150.0 463256.911377 5930542.294434 1000.0 1000.0 45.0 Valysar
A5_WWIR_VALYSAR_01_08_2019 WWIRL__1:A5 2019-08-01 3943.0 200.0 100.0 300.0 461519.21 5935692.65 1000.0 1000.0 45.0 Valysar
A5_WWIR_THERYS_01_08_2019 WWIRL__2:A5 2019-08-01 1929.0 200.0 100.0 300.0 461519.21 5935692.65 1000.0 1000.0 45.0 Valysar
A5_WWIR_VOLON_01_08_2019 WWIRL__3:A5 2019-08-01 2127.0 200.0 100.0 300.0 461519.21 5935692.65 1000.0 1000.0 45.0 Valysar
A6_WWIR_VALYSAR_01_08_2019 WWIRL__1:A6 2019-08-01 1164.0 200.0 100.0 300.0 461292.74 5931883.26 1000.0 1000.0 45.0 Valysar
A6_WWIR_THERYS_01_08_2019 WWIRL__2:A6 2019-08-01 3107.0 200.0 100.0 300.0 461292.74 5931883.26 1000.0 1000.0 45.0 Valysar
A6_WWIR_VOLON_01_08_2019 WWIRL__3:A6 2019-08-01 3729.0 200.0 100.0 300.0 461292.74 5931883.26 1000.0 1000.0 45.0 Valysar
A3_WOPR_VALYSAR_01_08_2019 WOPRL__1:A3 2019-08-01 266.0 100.0 50.0 150.0 462753.44 5932869.64 1000.0 1000.0 45.0 Therys
A3_WOPR_THERYS_01_08_2019 WOPRL__2:A3 2019-08-01 0.0 100.0 50.0 150.0 462753.44 5932869.64 1000.0 1000.0 45.0 Therys
A3_WOPR_VOLON_01_08_2019 WOPRL__3:A3 2019-08-01 1072.0 100.0 50.0 150.0 462753.44 5932869.64 1000.0 1000.0 45.0 Therys
A3_WWPR_VOLON_01_08_2019 WWPRL__3:A3 2019-08-01 1211.0 100.0 50.0 150.0 462753.44 5932869.64 1000.0 1000.0 45.0 Therys
A4_WOPR_VALYSAR_01_08_2019 WOPRL__1:A4 2019-08-01 825.0 100.0 50.0 150.0 463256.911377 5930542.294434 1000.0 1000.0 45.0 Therys
A4_WOPR_VOLON_01_08_2019 WOPRL__3:A4 2019-08-01 1800.0 100.0 50.0 150.0 463256.911377 5930542.294434 1000.0 1000.0 45.0 Therys
A5_WWIR_VALYSAR_01_08_2019 WWIRL__1:A5 2019-08-01 3943.0 200.0 100.0 300.0 461519.21 5935692.65 1000.0 1000.0 45.0 Therys
A5_WWIR_THERYS_01_08_2019 WWIRL__2:A5 2019-08-01 1929.0 200.0 100.0 300.0 461519.21 5935692.65 1000.0 1000.0 45.0 Therys
A5_WWIR_VOLON_01_08_2019 WWIRL__3:A5 2019-08-01 2127.0 200.0 100.0 300.0 461519.21 5935692.65 1000.0 1000.0 45.0 Therys
A6_WWIR_VALYSAR_01_08_2019 WWIRL__1:A6 2019-08-01 1164.0 200.0 100.0 300.0 461292.74 5931883.26 1000.0 1000.0 45.0 Therys
A6_WWIR_THERYS_01_08_2019 WWIRL__2:A6 2019-08-01 3107.0 200.0 100.0 300.0 461292.74 5931883.26 1000.0 1000.0 45.0 Therys
A6_WWIR_VOLON_01_08_2019 WWIRL__3:A6 2019-08-01 3729.0 200.0 100.0 300.0 461292.74 5931883.26 1000.0 1000.0 45.0 Therys
A3_WOPR_VALYSAR_01_08_2019 WOPRL__1:A3 2019-08-01 266.0 100.0 50.0 150.0 462753.44 5932869.64 1000.0 1000.0 45.0 Volon
A3_WOPR_THERYS_01_08_2019 WOPRL__2:A3 2019-08-01 0.0 100.0 50.0 150.0 462753.44 5932869.64 1000.0 1000.0 45.0 Volon
A3_WOPR_VOLON_01_08_2019 WOPRL__3:A3 2019-08-01 1072.0 100.0 50.0 150.0 462753.44 5932869.64 1000.0 1000.0 45.0 Volon
A3_WWPR_VOLON_01_08_2019 WWPRL__3:A3 2019-08-01 1211.0 100.0 50.0 150.0 462753.44 5932869.64 1000.0 1000.0 45.0 Volon
A4_WOPR_VALYSAR_01_08_2019 WOPRL__1:A4 2019-08-01 825.0 100.0 50.0 150.0 463256.911377 5930542.294434 1000.0 1000.0 45.0 Volon
A4_WOPR_VOLON_01_08_2019 WOPRL__3:A4 2019-08-01 1800.0 100.0 50.0 150.0 463256.911377 5930542.294434 1000.0 1000.0 45.0 Volon
A5_WWIR_VALYSAR_01_08_2019 WWIRL__1:A5 2019-08-01 3943.0 200.0 100.0 300.0 461519.21 5935692.65 1000.0 1000.0 45.0 Volon
A5_WWIR_THERYS_01_08_2019 WWIRL__2:A5 2019-08-01 1929.0 200.0 100.0 300.0 461519.21 5935692.65 1000.0 1000.0 45.0 Volon
A5_WWIR_VOLON_01_08_2019 WWIRL__3:A5 2019-08-01 2127.0 200.0 100.0 300.0 461519.21 5935692.65 1000.0 1000.0 45.0 Volon
A6_WWIR_VALYSAR_01_08_2019 WWIRL__1:A6 2019-08-01 1164.0 200.0 100.0 300.0 461292.74 5931883.26 1000.0 1000.0 45.0 Volon
A6_WWIR_THERYS_01_08_2019 WWIRL__2:A6 2019-08-01 3107.0 200.0 100.0 300.0 461292.74 5931883.26 1000.0 1000.0 45.0 Volon
A6_WWIR_VOLON_01_08_2019 WWIRL__3:A6 2019-08-01 3729.0 200.0 100.0 300.0 461292.74 5931883.26 1000.0 1000.0 45.0 Volon
